Date,Adj Close
2022-01-03,162.45635986328125
2022-01-04,164.1532440185547
2022-01-05,160.06887817382812
2022-01-06,158.87513732910156
2022-01-07,154.85987854003906
2022-01-10,148.41766357421875
2022-01-11,148.27955627441406
2022-01-12,150.1638641357422
2022-01-13,147.57907104492188
2022-01-14,146.1880340576172
2022-01-18,144.97457885742188
2022-01-19,143.1593017578125
2022-01-20,140.811279296875
2022-01-21,141.02835083007812
2022-01-24,144.03733825683594
2022-01-25,143.5243377685547
2022-01-26,142.0543670654297
2022-01-27,142.69561767578125
2022-01-28,143.9485626220703
2022-01-31,146.07952880859375
2022-02-01,146.22750854492188
2022-02-02,146.71092224121094
2022-02-03,143.3566131591797
2022-02-04,143.435546875
2022-02-07,143.18890380859375
2022-02-08,141.60055541992188
2022-02-09,144.29385375976562
2022-02-10,142.8732147216797
2022-02-11,138.29556274414062
2022-02-14,139.68663024902344
2022-02-15,143.62298583984375
2022-02-16,144.52076721191406
2022-02-17,140.88035583496094
2022-02-18,141.02835083007812
2022-02-22,136.3323211669922
2022-02-23,134.99061584472656
2022-02-24,135.3260498046875
2022-02-25,136.93414306640625
2022-02-28,134.71438598632812
2022-03-01,130.44259643554688
2022-03-02,133.8560791015625
2022-03-03,132.1690673828125
2022-03-04,129.7118682861328
2022-03-07,123.04731750488281
2022-03-08,119.85345458984375
2022-03-09,125.52921295166016
2022-03-10,124.61951446533203
2022-03-11,121.25756072998047
2022-03-14,116.25418853759766
2022-03-15,118.063720703125
2022-03-16,123.78890991210938
2022-03-17,125.98406982421875
2022-03-18,129.77122497558594
2022-03-21,128.73297119140625
2022-03-22,131.6005096435547
2022-03-23,131.51150512695312
2022-03-24,130.601806640625
2022-03-25,132.20367431640625
2022-03-28,133.30125427246094
2022-03-29,137.58279418945312
2022-03-30,136.989501953125
2022-03-31,133.05406188964844
2022-04-01,132.0256805419922
2022-04-04,132.83651733398438
2022-04-05,130.81935119628906
2022-04-06,126.92343139648438
2022-04-07,127.93203735351562
2022-04-08,126.71577453613281
2022-04-11,123.58126831054688
2022-04-12,123.64059448242188
2022-04-13,126.06317138671875
2022-04-14,131.96636962890625
2022-04-18,130.1568603515625
2022-04-19,135.5161895751953
2022-04-20,134.34939575195312
2022-04-21,133.94398498535156
2022-04-22,127.6255111694336
2022-04-25,126.50814056396484
2022-04-26,119.17118072509766
2022-04-27,119.88311767578125
