Date,Adj Close
2022-01-03,330.81390380859375
2022-01-04,325.1413879394531
2022-01-05,312.659912109375
2022-01-06,310.18927001953125
2022-01-07,310.347412109375
2022-01-10,310.57464599609375
2022-01-11,311.27630615234375
2022-01-12,314.5276184082031
2022-01-13,301.2160339355469
2022-01-14,306.55255126953125
2022-01-18,299.09130859375
2022-01-19,299.7633056640625
2022-01-20,298.05364990234375
2022-01-21,292.5491638183594
2022-01-24,292.8851623535156
2022-01-25,285.0977783203125
2022-01-26,293.22113037109375
2022-01-27,296.3143310546875
2022-01-28,304.6353759765625
2022-01-31,307.3233947753906
2022-02-01,305.1294860839844
2022-02-02,309.7742004394531
2022-02-03,297.707763671875
2022-02-04,302.3426513671875
2022-02-07,297.41131591796875
2022-02-08,300.9788513183594
2022-02-09,307.5506591796875
2022-02-10,298.8244934082031
2022-02-11,291.57080078125
2022-02-14,291.53125
2022-02-15,296.9369812011719
2022-02-16,296.59039306640625
2022-02-17,287.90557861328125
2022-02-18,285.13275146484375
2022-02-22,284.9247741699219
2022-02-23,277.5472106933594
2022-02-24,291.72808837890625
2022-02-25,294.421630859375
2022-02-28,295.8872375488281
2022-03-01,292.0845642089844
2022-03-02,297.2736511230469
2022-03-03,293.045166015625
2022-03-04,287.04400634765625
2022-03-07,276.2004089355469
2022-03-08,273.17010498046875
2022-03-09,285.69720458984375
2022-03-10,282.8154602050781
2022-03-11,277.34912109375
2022-03-14,273.75439453125
2022-03-15,284.3603210449219
2022-03-16,291.5299987792969
2022-03-17,292.3519287109375
2022-03-18,297.51129150390625
2022-03-21,296.2536315917969
2022-03-22,301.1060485839844
2022-03-23,296.5804443359375
2022-03-24,301.14569091796875
2022-03-25,300.7297668457031
2022-03-28,307.6815490722656
2022-03-29,312.3457946777344
2022-03-30,310.8108215332031
2022-03-31,305.31475830078125
2022-04-01,306.4139709472656
2022-04-04,311.9100341796875
2022-04-05,307.85980224609375
2022-04-06,296.59039306640625
2022-04-07,298.44219970703125
2022-04-08,294.08489990234375
2022-04-11,282.4886779785156
2022-04-12,279.31976318359375
2022-04-13,284.82574462890625
2022-04-14,277.1114196777344
2022-04-18,277.79473876953125
2022-04-19,282.5282897949219
2022-04-20,283.5780029296875
2022-04-21,278.0819396972656
2022-04-22,271.3677978515625
2022-04-25,277.9927673339844
2022-04-26,267.59478759765625
2022-04-27,280.4685363769531
2022-04-28,286.8162536621094
2022-04-29,274.8238525390625
2022-05-02,281.70635986328125
2022-05-03,279.0425109863281
2022-05-04,287.162841796875
2022-05-05,274.6555480957031
2022-05-06,272.0610046386719
2022-05-09,262.00958251953125
2022-05-10,266.8818054199219
2022-05-11,258.01873779296875
2022-05-12,252.8692626953125
2022-05-13,258.5832214355469
2022-05-16,258.95953369140625
2022-05-17,264.2278747558594
2022-05-18,252.19764709472656
2022-05-19,251.26458740234375
2022-05-20,250.68890380859375
2022-05-23,258.7189636230469
2022-05-24,257.69659423828125
2022-05-25,260.5751037597656
2022-05-26,263.9300537109375
2022-05-27,271.2156677246094
2022-05-31,269.8558654785156
2022-06-01,270.4017639160156
2022-06-02,272.5457458496094
2022-06-03,268.0195617675781
2022-06-06,266.7589416503906
2022-06-07,270.4811706542969
2022-06-08,268.40667724609375
2022-06-09,262.82830810546875
2022-06-10,251.11572265625
2022-06-13,240.46519470214844
2022-06-14,242.67869567871094
2022-06-15,249.8948211669922
2022-06-16,243.15512084960938
2022-06-17,245.8152618408203
2022-06-21,251.86016845703125
2022-06-22,251.25466918945312
2022-06-23,256.94219970703125
2022-06-24,265.7167663574219
2022-06-27,262.92755126953125
2022-06-28,254.57986450195312
2022-06-29,258.33184814453125
2022-06-30,254.92723083496094
2022-07-01,257.6568908691406
2022-07-05,260.9026794433594
2022-07-06,264.2377624511719
2022-07-07,266.4114990234375
2022-07-08,265.6770324707031
2022-07-11,262.55035400390625
2022-07-12,251.79066467285156
2022-07-13,250.84771728515625
2022-07-14,252.19764709472656
2022-07-15,254.81808471679688
2022-07-18,252.36636352539062
