Date,Adj Close
2022-01-03,180.43429565429688
2022-01-04,178.14430236816406
2022-01-05,173.40567016601562
2022-01-06,170.51095581054688
2022-01-07,170.67950439453125
2022-01-10,170.69931030273438
2022-01-11,173.56431579589844
2022-01-12,174.01039123535156
2022-01-13,170.69931030273438
2022-01-14,171.57168579101562
2022-01-18,168.32998657226562
2022-01-19,164.7908935546875
2022-01-20,163.08580017089844
2022-01-21,161.0039825439453
2022-01-24,160.22080993652344
2022-01-25,158.39674377441406
2022-01-26,158.30752563476562
2022-01-27,157.8415985107422
2022-01-28,168.8554229736328
2022-01-31,173.26690673828125
2022-02-01,173.09837341308594
2022-02-02,174.3177032470703
2022-02-03,171.4031524658203
2022-02-04,171.1153106689453
2022-02-07,170.39071655273438
2022-02-08,173.5372772216797
2022-02-09,174.97653198242188
2022-02-10,170.84730529785156
2022-02-11,167.39305114746094
2022-02-14,167.6312713623047
2022-02-15,171.51234436035156
2022-02-16,171.2741241455078
2022-02-17,167.6312713623047
2022-02-18,166.06297302246094
2022-02-22,163.10499572753906
2022-02-23,158.8864288330078
2022-02-24,161.53668212890625
2022-02-25,163.63107299804688
2022-02-28,163.89906311035156
2022-03-01,161.99327087402344
2022-03-02,165.3284149169922
2022-03-03,165.0008544921875
2022-03-04,161.96348571777344
2022-03-07,158.12210083007812
2022-03-08,156.27584838867188
2022-03-09,161.7451171875
2022-03-10,157.34786987304688
2022-03-11,153.58590698242188
2022-03-14,149.5062713623047
2022-03-15,153.94322204589844
2022-03-16,158.40997314453125
2022-03-17,159.4323272705078
2022-03-18,162.76748657226562
2022-03-21,164.15713500976562
2022-03-22,167.57171630859375
2022-03-23,168.95143127441406
2022-03-24,172.78289794921875
2022-03-25,173.42808532714844
2022-03-28,174.3015899658203
2022-03-29,177.63674926757812
2022-03-30,176.45555114746094
2022-03-31,173.31890869140625
2022-04-01,173.0211181640625
2022-04-04,177.12057495117188
2022-04-05,173.7655792236328
2022-04-06,170.55946350097656
2022-04-07,170.86717224121094
2022-04-08,168.8323211669922
2022-04-11,164.52439880371094
2022-04-12,166.4202880859375
2022-04-13,169.14004516601562
2022-04-14,164.0677947998047
2022-04-18,163.8494415283203
2022-04-19,166.16221618652344
2022-04-20,165.99346923828125
2022-04-21,165.189453125
2022-04-22,160.59368896484375
2022-04-25,161.67564392089844
2022-04-26,155.64060974121094
2022-04-27,155.4123077392578
2022-04-28,162.43002319335938
2022-04-29,156.48428344726562
2022-05-02,156.79202270507812
2022-05-03,158.30076599121094
2022-05-04,164.79241943359375
